10.16.1.241 <38>Jan 23 13:37:03 WEBIRONPORT.HASTINAPUR.RES TO-SYSLOG-SERVER: Info: 1706035012.470 0 10.16.7.207 TCP_DENIED/403 0 CONNECT tunnel://s0.2mdn.net:443/ - NONE/- - BLOCK_WEBCAT_12-INTERNET_ACCESS-VDI_USERS-NONE-NONE-NONE-NONE-NONE <"IW_adv",3.7,-,"-",-,-,-,-,"-",-,-,-,"-",-,-,"-","-",-,-,"IW_adv",-,"-","Advertisements","-","Unknown","Unknown","-","-",0.00,0,-,"-","-",-,"-",-,-,"-","-",-,-,"-",-,-> - 0
10.16.1.241 <38>Jan 23 13:37:03 WEBIRONPORT.HASTINAPUR.RES TO-SYSLOG-SERVER: Info: 1706035012.475 0 10.16.7.207 TCP_DENIED/403 0 CONNECT tunnel://pagead2.googlesyndication.com:443/ - NONE/- - BLOCK_WEBCAT_12-INTERNET_ACCESS-VDI_USERS-NONE-NONE-NONE-NONE-NONE <"IW_adv",3.0,-,"-",-,-,-,-,"-",-,-,-,"-",-,-,"-","-",-,-,"IW_adv",-,"-","Advertisements","-","Unknown","Unknown","-","-",0.00,0,-,"-","-",-,"-",-,-,"-","-",-,-,"-",-,-> - 0
10.16.1.241 <38>Jan 23 13:37:03 WEBIRONPORT.HASTINAPUR.RES TO-SYSLOG-SERVER: Info: 1706035012.501 120781 10.16.7.213 TCP_MISS/200 1029204 CONNECT tunnel://rr4---sn-h557sn6d.googlevideo.com:443/ - DIRECT/rr4---sn-h557sn6d.googlevideo.com - DEFAULT_CASE_12-INTERNET_ACCESS-VDI_USERS-NONE-NONE-NONE-DefaultGroup-NONE <"IW_vid",4.7,1,"-",0,0,0,1,"-",-,-,-,"-",1,-,"-","-",-,-,"IW_vid",-,"-","Streaming Video","-","Unknown","Unknown","-","-",68.17,0,-,"Unknown","-",1,"-",-,-,"-","-",-,1,"-",-,-> - 0
